Name,Position,Age,Nat,Height,Weight,Personality,Club,Transfer Value,Av Rat,Gls,Pens S,Pen/R,Shot/90,Shot %,ShT/90,xG,Asts/90,Ps C/90,Pas %,K Ps/90,Pr Passes,CCC,Cr A,Cr C/A,Tck/90,Tck R,Pres A,Pres C,K Tck,Int/90,Clear,Fls,Aer A/90,Hdrs W/90,Hdr %,Gl Mst,Drb/90,FA,Dist/90,Yel,Red,Off,Apps,Mins,Shots,Ast,Pens,Mins/Gm,ShT,Hdrs A,Cr C,Distance,Drb,Hdrs,Itc,K Pas,Pas A,Ps C,Tck A,Tck C,Expires,Wage,Preferred Foot,K Hdrs/90,Blk/90,xG/shot,Sprints/90,Poss Won/90,Poss Lost/90,Pres A/90,Pres C/90,Pr passes/90,xA/90,Blk,xGP,xSv %,Conv %,OP-KP/90,Svt,xGP/90,OP-KP,Sv %,Svh,Svp,Con/90,Cln/90,NP-xG/90,Pens Saved Ratio,NP-xG,Division,Style,Media Description,Media Handling,FK Shots,Ch C/90,Clr/90,Crs A/90,Cr C/90,Goals Outside Box,Hdrs L/90,K Tck/90,OP-Cr %,OP-Crs A/90,OP-Crs C/90,Ps A/90,Shts Blckd/90,Shots Outside Box/90,xG/90,Saves/90,Inf,Rec
Everton Morelli,"D (C), DM",27,BRA,"6'1""",73 kg,Balanced,CTB,£40K - £120K,6.74,0,0,-,0.86,18%,0.16,2.05,0.08,46.59,90%,1.02,110,7,9,11%,2.43,81%,260,70,3,1.84,23,28,4,2.43,61%,0,0.47,16,12.8km,4,0,1,26 (15),"2,297",22,2,0,56.02,4,102,1,326.8km,12,62,47,26,"1,319","1,189",77,62,31/12/2023,"£3,400 p/w",Right Only,0.24,0.59,0.09,11.95,14.93,5.84,10.19,2.74,4.31,0.07,15,-,-,-,1.02,-,-,26,-,-,-,-,-,0.08,-,2.05,Brazilian National Second Division,Physical,Defensive midfielder,Level-headed,0,0.27,0.9,0.35,0.04,0,1.57,0.12,11%,0.35,0.04,51.68,0.08,0.2,0.08,-,Wnt,- - -
Thiago Borbas,"AM (R), ST (C)",22,URU,"5'11""",69 kg,Fairly Determined,BRA,£450K - £8.4M,6.71,12,2,67%,2.33,53%,1.22,8.59,-,19.24,90%,0.44,24,7,16,18%,0.99,77%,246,45,0,1.05,21,45,9.97,3.53,35%,0,1.37,82,11.6km,0,0,23,42,"3,088",80,0,3,73.52,42,342,3,396.7km,47,121,36,15,736,660,44,34,31/12/2026,"£5,750 p/w",Right,0,0.2,0.11,6.62,1.95,18.77,7.17,1.31,0.7,0.11,7,-,-,15%,0.44,-,-,15,-,-,-,-,-,0.23,-,7.78,Brazilian National First Division,Technical,Striker,Media-friendly,2,0.2,0.61,0.47,0.09,1,6.44,0,19%,0.47,0.09,21.45,0,0.76,0.25,-,Int,- - -
Martín Calderón,"DM, M (C)",25,ESP,"6'0""",77 kg,Balanced,Sanluqueño,£5K - £50K,6.6,0,0,-,0.26,0%,0,0.03,-,41.88,87%,2.34,19,0,34,-,2.34,100%,35,9,1,0.78,4,4,4.68,3.38,72%,0,0.26,4,13.9km,0,0,0,0 (11),346,1,0,0,31.45,0,18,3,53.5km,1,13,3,9,186,161,9,9,30/6/2024,"£2,600 p/w",Right,0.26,0.26,0.03,10.14,7.8,10.14,9.1,2.34,4.94,0.01,1,-,-,-,1.3,-,-,5,-,-,-,-,-,0.01,-,0.03,Spanish Federation First Division B,Creative,Defensive midfielder,Media-friendly,0,-,1.04,8.84,0.78,0,1.3,0.26,9%,0.52,0,48.38,0.26,0.26,0.01,-,,- - -
Mathis Picouleau,"DM, M/AM (C)",24,FRA,"5'8""",66 kg,Balanced,Nîmes,£50K - £475K,6.76,0,0,-,0.98,17%,0.16,0.25,0.49,45.49,89%,2.93,26,1,58,16%,1.79,52%,66,23,1,1.3,3,8,2.77,0.33,12%,0,0.49,12,12.2km,1,1,1,8,552,6,3,0,69,1,17,4,75.0km,3,2,8,18,312,279,21,11,30/6/2024,"£3,400 p/w",Left,0,-,0.04,12.55,15.49,6.52,10.76,3.75,4.24,0.08,0,-,-,-,1.47,-,-,9,-,-,-,-,-,0.04,-,0.25,French National,Technical,Midfielder,Level-headed,0,0.16,0.49,9.46,0.65,0,2.45,0.16,7%,0.98,0.16,50.87,0,0.33,0.04,-,,- - -
Nicolas,D/WB/M (L),27,BRA,"5'11""",70 kg,Balanced,AMG,£220K - £2.2M,6.98,1,0,-,0.41,38%,0.16,0.93,0.16,43.32,89%,1.5,128,2,73,6%,2.23,74%,163,47,2,2.23,28,23,5.65,4.66,83%,0,0.93,21,12.0km,4,0,4,22 (2),"1,737",8,3,0,72.38,3,109,9,232.3km,18,90,43,29,941,836,58,43,31/12/2026,"£6,500 p/w",Left Only,0.47,0.73,0.12,13.63,13.78,11.97,8.45,2.44,6.63,0.15,14,-,-,13%,1.5,-,-,29,-,-,-,-,-,0.05,-,0.93,Brazilian National Second Division,Physical,Full-back,Level-headed,1,0.1,1.45,3.78,0.47,0,0.98,0.1,12%,2.44,0.16,48.76,0.26,0.1,0.05,-,,- - -
Philipp Hercher,D/WB/M/AM (R),28,GER,"6'0""",80 kg,Balanced,Magdeburg,£100K - £300K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2024,"£4,600 p/w",Right,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bundesliga 2,Physical,Winger,Level-headed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- - -
Vinicius Tobias,D/WB (R),20,BRA,"5'10""",67 kg,Balanced,Shakhtar,£400K - £3.8M,7.25,0,0,-,0.9,33%,0.3,0.9,0.3,38.27,78%,-,12,0,8,-,2.84,90%,23,6,0,1.35,1,11,1.35,1.2,89%,0,1.05,14,5.4km,0,0,0,5 (7),602,6,2,0,50.17,2,9,0,36.3km,7,8,9,0,327,256,21,19,30/6/2028,"£2,700 p/w",Right,0,0.3,0.15,5.98,1.94,11.96,3.44,0.9,1.79,0.14,2,-,-,-,0,-,-,0,-,-,-,-,-,0.13,-,0.9,Ukrainian Premier League,Physical,Full-back,Level-headed,0,-,0.15,1.2,0,0,0.15,0,0%,1.2,0,48.89,0,0,0.13,-,,- - -
Justin Janitzek,D (LC),20,GER,"6'2""",82 kg,Balanced,SV Wehen Wiesbaden,£275K - £2.7M,6.8,0,0,-,-,-,-,0,0.28,42.6,89%,1.13,21,0,4,25%,3.1,85%,31,7,2,2.26,3,3,4.8,3.95,82%,0,0.85,6,11.1km,1,0,0,3 (2),319,0,1,0,63.8,-,17,1,39.3km,3,14,8,4,170,151,13,11,30/6/2026,"£7,500 p/w",Left,0,1.69,0,12.7,16.36,10.44,8.75,1.97,5.92,0.1,6,-,-,-,1.13,-,-,4,-,-,-,-,-,0,-,0,3. Liga,Technical,Centre-back,Media-friendly,0,-,0.85,1.13,0.28,0,0.85,0.56,25%,1.13,0.28,47.96,0.85,0,0,-,Inj,- - -
Enric Saborit,"D (LC), WB (L)",32,ESP,"6'1""",71 kg,Balanced,Gaziantep FK,£900K - £1.9M,7.41,1,0,0%,0.37,40%,0.15,0.86,-,15.62,75%,-,0,0,0,-,2.16,97%,0,0,0,-,0,19,-,-,-,0,-,12,0.0km,0,0,0,13 (1),"1,210",5,0,1,86.43,2,0,0,0.0km,0,-,0,0,280,210,30,29,30/6/2024,"£11,000 p/w",Left,0,-,0.17,0,0,0,0,0,0,0.11,0,-,-,20%,0,-,-,0,-,-,-,-,-,0,-,0.06,Turkish Super League,Creative,Experienced centre-back,Level-headed,0,-,0,0,0,0,-,0,-,0,0,20.83,0,0,0.06,-,,- - -
Daniel Barlaser,"DM, M/AM (C)",27,ENG,"5'10""",60 kg,Balanced,Middlesbrough,£700K - £8.4M,6.7,1,1,100%,2.11,50%,1.05,1.22,0.21,37.94,86%,3.16,14,1,31,50%,1.26,86%,58,6,0,2.11,2,3,4.85,1.69,35%,0,1.05,4,13.3km,0,0,0,2 (13),427,10,1,1,28.47,5,23,3,63.1km,5,8,10,15,209,180,7,6,30/6/2025,"£15,000 p/w",Right,0,0.63,0.12,13.49,11.8,10.96,12.22,1.26,2.95,0.16,3,-,-,10%,0.42,-,-,2,-,-,-,-,-,0.26,-,1.22,Sky Bet Championship,Creative,Midfielder,Level-headed,0,0.21,0.42,6.53,0.63,0,3.16,0,10%,0.42,0.21,44.05,0,0.84,0.26,-,,- - -
Karim Rekik,D (LC),29,NED,"6'1""",79 kg,Resolute,Al-Jazira (UAE),£500K - £8.6M,7.56,1,0,-,0.46,33%,0.15,0.54,0.08,14.31,72%,-,0,0,0,-,1.85,100%,0,0,0,-,0,18,-,-,-,0,-,18,0.0km,1,0,0,13,"1,170",6,1,0,90,2,0,0,0.0km,0,-,0,0,260,186,24,24,30/6/2024,"£29,500 p/w",Left,0,-,0.09,0,0,0,0,0,0,0.01,0,-,-,17%,0,-,-,0,-,-,-,-,-,0.04,-,0.54,UAE Professional League,Physical,Powerful centre-back,Level-headed,0,-,0,0,0,0,-,0,-,0,0,20,0,0,0.04,-,,- - -
Hirokazu Ishihara,"D (RLC), WB/M (RL)",25,JPN,"5'7""",65 kg,Balanced,Shonan,£140K - £1.4M,7.06,2,0,-,0.3,50%,0.15,1.57,0.09,23.96,81%,0.15,54,3,23,21%,2.26,90%,77,25,1,0.76,13,47,1.71,1.31,77%,0,0.46,26,4.2km,3,1,1,33,"2,952",10,3,0,89.45,5,56,5,136.9km,15,43,25,5,974,786,82,74,31/1/2024,"£7,000 p/w",Right,0.18,0.15,0.16,4.33,4.63,4.15,2.35,0.76,1.65,0.09,5,-,-,20%,0.15,-,-,5,-,-,-,-,-,0.05,-,1.57,J1 League,Physical,Centre-back,Media-friendly,0,0.09,0.4,0.7,0.15,0,0.4,0.03,22%,0.7,0.15,29.7,0.27,0,0.05,-,Wnt,- - -
Jean Michaël Séri,"DM, M (C)",33,CIV,"5'6""",69 kg,Fairly Ambitious,Al-Orobah,£190K - £1.9M,7.22,0,0,-,0.77,20%,0.15,1,0.15,13.69,68%,-,0,0,0,-,1.69,88%,0,0,0,-,0,7,-,-,-,0,-,15,0.0km,0,0,0,13,"1,170",10,2,0,90,2,0,0,0.0km,0,-,0,0,260,178,25,22,30/6/2024,"£22,000 p/w",Right,0,-,0.1,0,0,0,0,0,0,0.05,0,-,-,-,0,-,-,0,-,-,-,-,-,0.08,-,1,Saudi First Division League,Technical,Experienced midfielder,Level-headed,0,-,0,0,0,0,-,0,-,0,0,20,0,0,0.08,-,,- - -
Takumi Hasegawa,D (R),26,JPN,"5'10""",71 kg,Fairly Determined,Niigata,£250K - £2.6M,7.37,4,0,-,0.7,21%,0.15,0.89,-,15.12,72%,-,0,0,0,-,2,98%,0,0,0,-,0,32,-,-,-,0,-,25,0.0km,1,0,0,20 (1),"1,803",14,0,0,85.86,3,0,0,0.0km,0,-,0,0,420,303,41,40,31/12/2026,"£6,750 p/w",Right,0,-,0.06,0,0,0,0,0,0,0,0,-,-,29%,0,-,-,0,-,-,-,-,-,0.04,-,0.89,J1 League,Technical,Full-back,Media-friendly,0,-,0,0,0,0,-,0,-,0,0,20.97,0,0,0.04,-,,- - -
Rikito Inoue,D (C),27,JPN,"5'11""",77 kg,Balanced,Kyoto,£275K - £2.8M,7.22,3,0,-,0.55,27%,0.15,1.45,0.1,14.35,72%,-,0,0,0,-,1.85,100%,0,0,0,-,0,18,-,-,-,0,-,11,0.0km,0,0,0,20,"1,800",11,2,0,90,3,0,0,0.0km,0,-,0,0,400,287,37,37,31/12/2026,"£6,500 p/w",Right,0,-,0.13,0,0,0,0,0,0,0,0,-,-,27%,0,-,-,0,-,-,-,-,-,0.07,-,1.45,J1 League,Technical,Centre-back,Level-headed,0,-,0,0,0,0,-,0,-,0,0,20,0,0,0.07,-,,- - -
Gustav Christensen,"M (L), AM (RL)",20,DEN,"5'10""",72 kg,Professional,Hertha II,£210K - £650K,7.07,2,0,-,1.17,50%,0.59,0.69,0.2,26.94,87%,2.15,17,1,45,16%,1.76,75%,60,17,0,1.76,3,6,3.12,0.59,19%,0,2.15,11,13.1km,1,0,1,6,461,6,1,0,76.83,3,16,7,67.1km,11,3,9,11,159,138,12,9,30/6/2026,"£4,900 p/w",Right,0.2,0.39,0.11,14.64,6.44,10.93,11.71,3.32,3.32,0.07,2,-,-,33%,1.17,-,-,6,-,-,-,-,-,0.13,-,0.69,German Regional Division Northeast,Physical,Winger,Reserved,0,0.2,0.59,8.79,1.37,0,2.54,0,16%,2.34,0.39,31.04,0,0.2,0.13,-,Tir,- - -
Yuichi Hirano,DM,28,JPN,"5'9""",68 kg,Balanced,Urawa,£350K - £3.5M,6.62,1,0,-,1.06,14%,0.15,0.68,0.15,43.79,85%,0.76,25,0,2,-,2.27,63%,49,9,0,1.21,3,12,2.11,1.21,57%,0,0.91,17,9.1km,2,0,0,1 (17),596,7,1,0,33.11,1,14,0,60.2km,6,8,8,5,343,290,24,15,31/12/2025,"£6,250 p/w",Right,0,0.45,0.1,8.61,7.25,6.34,7.4,1.36,3.78,0.03,3,-,-,14%,0.76,-,-,5,-,-,-,-,-,0.1,-,0.68,J1 League,Technical,Defensive midfielder,Media-friendly,0,-,0.45,0.3,0,0,0.91,0,0%,0.3,0,51.8,0.15,0.15,0.1,-,,- - -
Fausto Rossi,"DM, M/AM (C)",33,ITA,"5'10""",67 kg,Spirited,Vicenza,£20K - £60K,6.79,0,0,-,0.75,20%,0.15,0.32,-,43.13,87%,1.64,28,5,33,-,2.69,90%,63,20,1,1.34,11,3,4.03,1.49,37%,0,0.45,5,13.8km,0,0,0,9,603,5,0,0,67,1,27,2,92.6km,3,10,9,11,334,289,20,18,30/6/2024,"£2,500 p/w",Right Only,0.15,0.6,0.06,11.19,13.88,7.76,9.4,2.99,4.18,0.45,4,-,-,-,0.75,-,-,5,-,-,-,-,-,0.05,-,0.32,Italian Serie C/A,Technical,Experienced midfielder,Unflappable,0,0.75,1.64,4.93,0.3,0,2.54,0.15,6%,0.6,0,49.85,0.15,0.15,0.05,-,Inj,- - -
Gastón Giménez,"DM, M (C)",33,PAR,"6'2""",86 kg,Balanced,Chicago,Not for Sale,7.19,2,0,-,0.6,25%,0.15,2.53,0.24,16.32,74%,0.27,15,1,5,20%,2.07,85%,22,15,0,0.06,2,36,0.51,0.45,88%,0,-,55,1.0km,1,1,1,33 (1),"3,005",20,8,0,88.38,5,17,1,34.9km,0,15,2,9,741,545,81,69,31/12/2024,"£25,000 p/w",Left,0.09,-,0.13,0.93,0.81,1.26,0.66,0.45,0.45,0.12,0,-,-,10%,0.27,-,-,9,-,-,-,-,-,0.08,-,2.53,Major League Soccer,Technical,Experienced midfielder,Level-headed,1,0.03,0.06,0.15,0.03,0,0.06,0,20%,0.15,0.03,22.19,0,0.03,0.08,-,,- - -
Daniel Hanslik,"AM (RLC), ST (C)",28,GER,"6'1""",81 kg,Balanced,Kaiserslautern,£65K,6.7,0,0,-,-,100%,-,0.03,-,-,69%,-,0,0,1,100%,-,100%,5,1,0,-,0,1,-,-,50%,0,-,0,-,0,0,0,0 (1),36,1,0,0,36,1,2,1,3.1km,2,1,1,0,16,11,1,1,30/6/2024,"£4,500 p/w",Left,-,-,0.03,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0.03,Bundesliga 2,Physical,Striker,Media-friendly,0,-,-,-,-,0,-,-,100%,-,-,-,-,-,-,-,Wnt,- - -
Pedro Obiang,"DM, M (C)",32,EQG,"6'1""",75 kg,Resolute,Sassuolo,£12K - £130K,6.87,1,0,-,0.46,33%,0.15,0.42,-,46,88%,1.53,26,2,5,-,1.69,85%,62,13,0,1.69,6,11,4.91,2.91,59%,0,0.92,4,11.8km,0,0,1,3 (8),587,3,0,0,53.36,1,32,0,77.2km,6,19,11,10,341,300,13,11,30/6/2024,"£18,000 p/w",Right,0.31,0.46,0.14,10.73,10.27,10.89,9.51,1.99,3.99,0.18,3,-,-,33%,1.53,-,-,10,-,-,-,-,-,0.06,-,0.42,Italian Serie B,Intelligent,Experienced midfielder,Reserved,0,0.31,0.92,0.77,0,0,1.99,0,0%,0.77,0,52.28,0,0,0.06,-,,- - -
Niklas Wiemann,"D (LC), DM",25,GER,"6'3""",84 kg,Resolute,Osnabrück,£65K - £650K,6.53,0,0,-,-,-,-,0,-,44.51,94%,-,10,0,3,-,2.97,100%,15,5,0,2.47,0,1,6.43,4.45,69%,0,0.49,1,11.2km,0,0,0,0 (6),182,0,0,0,30.33,-,13,0,22.6km,1,9,5,0,96,90,6,6,30/6/2025,"£3,000 p/w",Left Only,0.49,-,0,7.91,10.88,9.89,7.42,2.47,4.95,0,0,-,-,-,0,-,-,0,-,-,-,-,-,0,-,0,3. Liga,Physical,Centre-back,"Media-friendly, Reserved",0,-,0,1.48,0,0,1.98,0,0%,1.48,0,47.47,1.98,0,0,-,,- - -
Jonathan Iglesias,"DM, M (C)",35,URU,"5'7""",69 kg,Balanced,EA Guingamp,£0 - £55K,6.58,0,0,-,0.52,100%,0.52,0.17,-,35.06,86%,0.52,5,1,3,33%,2.09,100%,23,4,0,0.52,0,2,3.66,0.52,14%,0,0.52,1,11.0km,0,0,1,1 (7),172,1,0,0,21.5,1,7,1,21.0km,1,1,1,1,78,67,4,4,30/6/2024,"£2,600 p/w",Right,0,-,0.17,11.51,9.42,12.03,12.03,2.09,2.62,0.54,0,-,-,-,0.52,-,-,1,-,-,-,-,-,0.09,-,0.17,Ligue 2 BKT,Leader,Veteran midfielder,Media-friendly,0,0.52,0,1.57,0.52,0,3.14,0,33%,1.57,0.52,40.81,0,0,0.09,-,,- - -
Dawhan,"DM, M (C)",28,BRA,"5'10""",69 kg,Balanced,G-Osaka,£65K - £650K,7.1,2,0,-,0.74,20%,0.15,2.15,0.07,22.07,77%,0.19,18,2,4,50%,2.07,79%,93,17,0,0.85,9,24,1.15,0.41,35%,0,0.33,27,3.6km,3,1,0,31 (2),"2,430",20,2,0,73.64,4,31,2,97.0km,9,11,23,5,778,596,71,56,31/1/2024,"£4,800 p/w",Right,0.04,0.26,0.11,2.81,2.85,4.63,3.44,0.63,0.67,0.13,7,-,-,10%,0.19,-,-,5,-,-,-,-,-,0.08,-,2.15,J1 League,Technical,Defensive midfielder,Level-headed,0,0.07,0.33,0.15,0.07,0,0.74,0,50%,0.15,0.07,28.81,0,0.04,0.08,-,Wnt,- - -
Rasmus Lauritsen,D (C),28,DEN,"6'2""",78 kg,Fairly Determined,Brøndby IF,£275K - £2.8M,6.85,1,0,-,0.56,27%,0.15,1.53,0.15,55.38,91%,0.3,96,0,0,-,1.31,76%,61,28,5,1.41,28,13,8.69,6.32,73%,0,-,1,11.3km,2,0,1,18 (2),"1,781",11,3,0,89.05,3,172,0,224.4km,0,125,28,6,"1,209","1,096",34,26,30/6/2026,"£8,500 p/w",Right,1.26,0.45,0.14,5.56,17.84,2.58,3.08,1.41,4.85,0.03,9,-,-,9%,0.3,-,-,6,-,-,-,-,-,0.08,-,1.53,3F Superliga,Leader,Centre-back,Level-headed,0,-,1.41,0,0,0,2.38,0.25,-,0,0,61.09,0.96,0.1,0.08,-,,- - -
Mohamed Diamé,"DM, M (C)",37,SEN,"6'0""",71 kg,Resolute,Al-Sailiya,£12K - £120K,7.55,1,0,-,0.54,29%,0.15,0.58,0.08,14.69,73%,-,0,0,0,-,2,87%,0,0,0,-,0,24,-,-,-,0,-,25,0.0km,1,1,0,13,"1,170",7,1,0,90,2,0,0,0.0km,0,-,0,0,260,191,30,26,30/6/2024,"£28,000 p/w",Right,0,-,0.08,0,0,0,0,0,0,0.06,0,-,-,14%,0,-,-,0,-,-,-,-,-,0.04,-,0.58,Qatar League,Physical,Veteran midfielder,Level-headed,0,-,0,0,0,0,-,0,-,0,0,20,0,0,0.04,-,,- - -
Joshua Quarshie,D (C),20,GER,"6'5""",91 kg,Balanced,Düsseldorf,£140K - £6.6M,6.85,0,0,-,-,-,-,0,-,50.19,84%,0.58,9,0,0,-,0.58,100%,3,1,0,2.88,1,3,5.77,5.77,100%,0,-,1,11.1km,0,0,0,1 (2),156,0,0,0,52,-,10,0,19.3km,0,10,5,1,103,87,1,1,30/6/2024,"£5,750 p/w",Right,0.58,0.58,0,5.77,15.58,3.46,1.73,0.58,5.19,0.02,1,-,-,-,0.58,-,-,1,-,-,-,-,-,0,-,0,Bundesliga 2,Physical,Centre-back,Media-friendly,0,-,0.58,0,0,0,-,0,-,0,0,59.42,1.15,0,0,-,,- - -
Afonso Moreira,AM (RL),19,POR,"5'10""",69 kg,Balanced,Sporting CP,£6.8M - £8.6M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2024,"£3,500 p/w",Right,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Portuguese Premier League,Creative,Winger,Media-friendly,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- - -
Aly Cissokho,D/WB/M (L),37,FRA,"5'11""",75 kg,Fairly Determined,Muangthong Utd,£0 - £80K,6.72,1,0,-,0.69,22%,0.15,0.85,0.08,13.46,67%,-,0,0,0,-,2.08,100%,0,0,0,-,0,26,-,-,-,0,-,15,0.0km,0,0,0,13,"1,170",9,1,0,90,2,0,0,0.0km,0,-,0,0,260,175,27,27,30/6/2024,"£5,250 p/w",Left,0,-,0.09,0,0,0,0,0,0,0.12,0,-,-,11%,0,-,-,0,-,-,-,-,-,0.07,-,0.85,Thai League,Intelligent,Veteran full-back,Level-headed,0,-,0,0,0,0,-,0,-,0,0,20,0,0,0.07,-,,- - -
Eduardo,D (C),31,BRA,"6'0""",84 kg,Balanced,Yokohama F･M,£45K - £140K,5.79,0,0,-,1.04,14%,0.15,0.83,0.15,20.94,71%,-,0,0,0,-,2.52,100%,0,0,0,-,0,15,-,-,-,0,-,8,0.0km,2,1,0,6 (4),606,7,1,0,60.6,1,0,0,0.0km,0,-,0,0,200,141,17,17,31/1/2024,"£5,250 p/w",Left Only,0,-,0.12,0,0,0,0,0,0,0,0,-,-,-,0,-,-,0,-,-,-,-,-,0.12,-,0.83,J1 League,Technical,Centre-back,Level-headed,0,-,0,0,0,0,-,0,-,0,0,29.7,0,0,0.12,-,,- - -
Antonio Caracciolo,"D (RC), WB (R)",34,ITA,"6'1""",83 kg,Balanced,Pisa,£30K - £95K,6.69,0,0,-,0.46,33%,0.15,0.1,-,46.31,90%,0.46,33,0,14,7%,1.54,71%,35,9,0,1.54,10,8,5.87,3.86,66%,0,0.46,9,13.2km,1,0,0,6 (1),583,3,0,0,83.29,1,38,1,85.3km,3,25,10,3,332,300,14,10,30/6/2024,"£5,250 p/w",Right,0.62,0.77,0.03,13.89,12.81,12.5,5.4,1.39,5.09,0.01,5,-,-,-,0.46,-,-,3,-,-,-,-,-,0.02,-,0.1,Italian Serie B,Physical,Veteran centre-back,Level-headed,0,-,1.54,2.16,0.15,0,2.01,0,7%,2.16,0.15,51.25,0.93,0.46,0.02,-,,- - -
Matteo Pisseri,GK,32,ITA,"6'2""",78 kg,Balanced,Cesena,£0 - £85K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2024,"£3,100 p/w",Left,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Italian Serie B,Assertive,Experienced goalkeeper,Media-friendly,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- - -
Fali,"D (C), DM",31,ESP,"6'1""",84 kg,Driven,Cádiz,£400K - £3.9M,6.85,1,0,-,0.46,33%,0.15,0.36,-,55,90%,0.15,35,1,2,-,0.69,75%,37,7,2,1.46,16,10,6.92,4.31,62%,0,0.08,2,11.0km,5,0,0,13,"1,170",6,0,0,90,2,90,0,143.4km,1,56,19,2,794,715,12,9,30/6/2025,"£8,250 p/w",Right,0.31,1.23,0.06,5.23,20.85,2.77,2.85,0.54,2.69,0.03,16,-,-,17%,0.15,-,-,2,-,-,-,-,-,0.03,-,0.36,Spanish Second Division,Leader,Powerful centre-back,Level-headed,0,0.08,1.23,0.15,0,0,2.62,0.15,0%,0.15,0,61.08,0.62,0.31,0.03,-,,- - -
Yuki Yamamoto,"DM, AM (C)",26,JPN,"5'8""",64 kg,Balanced,G-Osaka,£160K - £1.6M,6.52,0,0,-,1.06,14%,0.15,0.82,-,33.09,80%,0.46,14,1,5,100%,1.97,87%,40,13,0,0.91,2,5,1.37,0.61,44%,0,0.15,6,7.1km,1,0,0,4 (11),593,7,0,0,39.53,1,9,2,47.0km,1,4,6,3,272,218,15,13,31/12/2025,"£4,700 p/w",Right,0,0.46,0.12,6.53,4.7,4.25,6.07,1.97,2.12,0.08,3,-,-,-,0.46,-,-,3,-,-,-,-,-,0.12,-,0.82,J1 League,Technical,Defensive midfielder,Media-friendly,0,0.15,0.3,0.76,0.3,0,0.76,0,40%,0.15,0.15,41.28,0,0.15,0.12,-,,- - -
Ilyas Ansah,ST (C),19,GER,"6'4""",84 kg,Balanced,Paderborn,£350K - £3.4M,6.7,1,0,-,3,33%,1,0.28,-,21.5,86%,0.5,2,0,1,-,1,50%,16,4,0,1,0,2,11.5,4.5,39%,0,0.5,9,11.6km,0,0,2,2 (3),180,6,0,0,36,2,23,0,23.3km,1,9,2,1,50,43,4,2,30/6/2026,"£4,100 p/w",Right,0,-,0.05,7.5,0.5,29.5,8,2,1,0.2,0,-,-,17%,0.5,-,-,1,-,-,-,-,-,0.14,-,0.28,Bundesliga 2,Physical,Striker,Media-friendly,0,-,0,0.5,0,0,7,0,0%,0.5,0,25,0,1.5,0.14,-,Inj,- - -
Riki Harakawa,"DM, M (C)",31,JPN,"5'9""",72 kg,Balanced,FC-Tokyo,£12K - £120K,6.76,1,0,-,0.46,33%,0.15,0.72,-,38.35,84%,2.23,43,0,89,28%,2.38,78%,124,36,1,1.38,9,16,3.46,2.23,64%,0,0.69,5,10.7km,0,0,0,13 (3),"1,171",6,0,0,73.19,2,45,10,139.8km,9,29,18,29,594,499,40,31,31/1/2024,"£3,800 p/w",Right,0.08,0.23,0.12,7.84,11.45,12.14,9.53,2.77,3.3,0.16,3,-,-,17%,0.92,-,-,12,-,-,-,-,-,0.06,-,0.72,J1 League,Technical,Midfielder,Media-friendly,0,-,0.69,6.84,0.77,0,1.23,0.08,11%,0.54,0.15,45.65,0,0.08,0.06,-,,- - -
Gabriele Ferrarini,D/WB/M (R),24,ITA,"5'11""",69 kg,Fairly Ambitious,Fiorentina,£0 - £60K,6.05,0,0,-,-,-,-,0,1.22,32.84,90%,1.22,4,0,8,25%,2.43,67%,11,3,0,2.43,1,1,1.22,1.22,100%,1,-,0,0.0km,0,0,1,0 (4),74,0,1,0,18.5,-,1,2,10.2km,0,1,2,1,30,27,3,2,30/6/2024,"£2,500 p/w",Right Only,0,-,0,13.38,4.86,26.76,13.38,3.65,4.86,0.02,0,-,-,-,1.22,-,-,1,-,-,-,-,-,0,-,0,Italian Serie A,Technical,Attacking full back,Level-headed,0,-,1.22,9.73,2.43,0,-,0,25%,9.73,2.43,36.49,0,0,0,-,Wnt,- - -
